TICKER,DATE,YEARREPORT,NPL (3-5),PPOP,NIM,Loan yield,COF from loan,Provision for credit losses
ACB,2018Q2,2018,0.0078301263803846,"1,972.2",0.0340309847014194,0.0924845578921363,0.0491192400664301,-311.3
ACB,2018Q3,2018,0.0083717675588131,"1,840.2",0.0342794889289703,0.093044205768731,0.0320371421874432,-214.9
ACB,2018Q4,2018,0.007265857801955,"1,884.4",0.0381849832586019,0.0988495750994496,0.0754595151773721,-272.2
ACB,2019Q1,2019,0.0068388712351095,"1,691.2",0.0358579379357746,0.0942290093759094,0.0486801906397362,15.7
ACB,2019Q2,2019,0.0066071196211844,"2,026.5",0.035201348907041,0.0968906781200606,0.0505247593407959,-111.2
ACB,2019Q3,2019,0.0066568775623991,"2,005.2",0.0354039988055553,0.0933163721804862,0.0934889932205124,-66.5
ACB,2019Q4,2019,0.0053939303382347,"2,066.8",0.0372812427404878,0.1015032743936885,0.0756314807985269,-111.9
ACB,2020Q1,2020,0.0065218908411269,"2,017.6",0.0367535047598825,0.1001042877807397,0.0223826215989651,-92.7
ACB,2020Q2,2020,0.0067612160658866,"2,334.2",0.032730256627847,0.0952057459217772,0.0300401044611718,-439.5
ACB,2020Q3,2020,0.0083380313312201,"2,753.6",0.0367174585435732,0.0955005574331219,0.0613428536036107,-162.0
ACB,2020Q4,2020,0.0059085333682009,"3,431.7",0.0422344462173608,0.0959139063667093,0.0748349886920709,-247.0
ACB,2021Q1,2021,0.0091093300387849,"3,710.1",0.0428628384126556,0.0911905351355058,0.0204689648474101,-605.8
ACB,2021Q2,2021,0.0068192233677478,"4,634.7",0.0446178231510519,0.0917408553974639,0.3030250835932556,"-1,386.2"
ACB,2021Q3,2021,0.0083879805119177,"3,435.7",0.0390386385366447,0.0880234148947542,0.0429361323788003,-820.1
ACB,2021Q4,2021,0.0077349185399042,"3,553.8",0.0390368163098673,0.0850898506987659,0.1953658932370731,-524.0
ACB,2022Q1,2022,0.0082088867408392,"4,111.2",0.0422047551111305,0.0856444513111798,0.0302048462128996,2.8
ACB,2022Q2,2022,0.0075788630533019,"4,647.0",0.042855374808244,0.0860905105457755,0.0458752805691166,267.4
ACB,2022Q3,2022,0.0100834173084859,"4,565.2",0.0448808940421408,0.0907222935663579,0.0684304162880439,-90.4
ACB,2022Q4,2022,0.0073600895421824,"3,861.7",0.0454794795268774,0.0996695347399819,0.0716143395268125,-250.6
ACB,2023Q1,2023,0.0097327099088721,"5,412.5",0.04201012227403,0.1085334577614339,0.086831672235846,-256.0
ACB,2023Q2,2023,0.0106485042001954,"5,538.3",0.0413289871265413,0.1095920258437462,0.4920802582708773,-705.9
ACB,2023Q3,2023,0.0120082695862068,"5,556.2",0.0397929242687263,0.1019489215657999,0.3329899930630463,-520.7
ACB,2023Q4,2023,0.0120738364217697,"5,365.2",0.0377060829090139,0.0910548349935904,0.0524596859099986,-321.6
ACB,2024Q1,2024,0.0145192622657422,"5,404.5",0.038048535870759,0.0825229979535722,0.0422964031677042,-512.2
ACB,2024Q2,2024,0.0147640568297393,"6,186.4",0.0388040142810301,0.0787850614971008,0.043336738734824,-588.1
ACB,2024Q3,2024,0.0149131926934675,"5,202.3",0.0362637595443812,0.0780445543669479,0.0467991544994554,-358.2
ACB,2024Q4,2024,0.0148955378740086,"5,818.9",0.0351307727472898,0.0765297322331161,0.0417884621435754,-147.7
ACB,2025Q1,2025,0.0147699254502627,"5,222.7",0.0294899368080169,0.0726115037001425,0.0326658562934067,-626.1
BID,2017Q1,2017,0.021424209232456,"4,625.3",,,,"-2,348.2"
BID,2017Q2,2017,0.0191981468233509,"5,399.0",0.0276268518903094,0.0800980570814732,0.0309190873918431,"-3,982.8"
BID,2017Q3,2017,0.0208276143802374,"7,417.9",0.0329962826259367,0.0877690096688578,0.0256345282625375,"-5,556.0"
BID,2017Q4,2017,0.0161085996434429,"6,273.7",0.0280031915170057,0.0830174056865269,0.0295025711992585,"-3,028.2"
BID,2018Q1,2018,0.0161696317075464,"8,498.7",0.0308189815654994,0.0851901617082799,0.0224068375706313,"-6,013.0"
BID,2018Q2,2018,0.0148937174497222,"6,497.3",0.0271866705965206,0.0813482167917351,0.0266910693485325,"-4,012.7"
BID,2018Q3,2018,0.0175917274410321,"6,623.5",0.0261989928515299,0.0782849737479148,0.0271097831666917,"-4,339.7"
BID,2018Q4,2018,0.016887837655159,"6,746.6",0.0295170561588655,0.0814008334146649,0.0160716557630625,"-4,528.2"
BID,2019Q1,2019,0.0174496801474765,"7,707.3",0.0262925705670463,0.0791649754688482,0.0197457902120703,"-5,186.6"
BID,2019Q2,2019,0.0198311041015832,"7,747.4",0.0270880813601888,0.0820184378835971,0.0202854982862681,"-5,559.3"
BID,2019Q3,2019,0.0209001094586355,"8,075.2",0.0252695625540088,0.0810633188947552,0.0217420909761662,"-5,756.0"
BID,2019Q4,2019,0.0174146984866293,"7,355.4",0.0268854900058751,0.0832793688345697,0.0206601875946173,"-3,507.2"
BID,2020Q1,2020,0.0174487877795825,"7,854.9",0.0254923746264744,0.0817095500848786,0.0189459882901922,"-6,040.7"
BID,2020Q2,2020,0.0199869082226644,"6,865.1",0.0196376363204059,0.0712709059427317,0.0176680067708953,"-4,320.5"
BID,2020Q3,2020,0.0196668064510887,"8,461.2",0.0256603039076149,0.0752409909327816,0.021413217500318,"-5,758.1"
BID,2020Q4,2020,0.0175759060878074,"9,157.6",0.0289256847578576,0.0796072568964765,0.0678115879118213,"-7,005.6"
BID,2021Q1,2021,0.0176444119869363,"10,568.5",0.0287073580397361,0.0680346020741455,0.018266158486864,"-7,172.5"
BID,2021Q2,2021,0.0163215493373709,"13,183.4",0.0327956731628167,0.0750408396376396,0.0177261653927855,"-8,519.9"
BID,2021Q3,2021,0.0161308163838664,"10,176.0",0.0297119915815568,0.0697964652925061,0.0183435903772463,"-7,502.1"
BID,2021Q4,2021,0.0097773873001228,"9,106.0",0.0254760686419271,0.067973688027607,0.0184275076402789,"-6,237.7"
BID,2022Q1,2022,0.0096839735095827,"11,904.8",0.0286822620958735,0.0688918644045189,0.0136176303928621,"-7,391.3"
BID,2022Q2,2022,0.0102934544737227,"12,935.9",0.0307572470198346,0.0717058362310569,0.0105121652494018,"-6,446.0"
BID,2022Q3,2022,0.0134625499724274,"12,102.3",0.0282109821292845,0.0725799448997444,0.0132621294288485,"-5,428.9"
BID,2022Q4,2022,0.0115767320679016,"10,102.3",0.028179410945343,0.0794952423052589,0.0148874763301225,"-4,721.4"
BID,2023Q1,2023,0.0154835133732696,"12,446.6",0.0266877091883821,0.0852382664255972,0.0170080747408141,"-5,527.0"
BID,2023Q2,2023,0.0159448771025918,"10,883.5",0.0259011157976579,0.086285425267881,0.0241762088122378,"-3,932.9"
BID,2023Q3,2023,0.0159628255003723,"11,842.4",0.0262307751763655,0.0828007454146588,0.0380233925620909,"-5,949.6"
BID,2023Q4,2023,0.0125047562254762,"12,771.8",0.0271845217013959,0.0770545027254233,0.0430633521375845,"-4,885.0"
BID,2024Q1,2024,0.0150506755994614,"11,778.6",0.0237441514863314,0.0664271442575239,0.0285319520625653,"-4,388.7"
BID,2024Q2,2024,0.0152364283665446,"13,516.3",0.0249893310131827,0.0647152562500518,0.0214700741164263,"-5,357.7"
BID,2024Q3,2024,0.017093902625694,"10,951.4",0.022453222319919,0.0609750463976897,0.0242280302434102,"-4,453.1"
BID,2024Q4,2024,0.0141217991640626,"16,847.7",0.0238503667834562,0.0630698087398805,0.0207026246564272,"-6,909.6"
BID,2025Q1,2025,0.018938099674508,"11,991.6",0.0201680493694069,0.0586105399130568,0.0107148629530126,"-4,578.5"
CTG,2017Q1,2017,0.0113468220867543,"4,608.8",,,,"-2,064.7"
CTG,2017Q2,2017,0.0116707736621265,"5,048.3",0.0300776603214813,0.0709310294728795,0.0261467621503597,"-2,778.8"
CTG,2017Q3,2017,0.0120736274249783,"4,238.2",0.0254196883800191,0.0677649151706217,0.020687532123274,"-1,819.6"
CTG,2017Q4,2017,0.0113306757298582,"3,654.8",0.02753264931992,0.0728010331204773,0.0232440752196007,"-1,681.0"
CTG,2018Q1,2018,0.0124593979185753,"5,379.1",0.0272736508385463,0.0689998123583827,0.0272258533264864,"-2,351.4"
CTG,2018Q2,2018,0.0129417343870051,"4,838.7",0.0266484542827913,0.0721171057930947,0.0226167708899991,"-2,600.8"
CTG,2018Q3,2018,0.013601479623749,"5,708.3",0.0269881228248738,0.0743221775361923,0.021256894749745,"-3,378.1"
CTG,2018Q4,2018,0.0156286420025405,"-1,564.6",0.0009370097562849,0.0730926738731946,0.2514069068104319,527.5
CTG,2019Q1,2019,0.0185266804497916,"6,394.5",0.0284424175310534,0.0776832218373359,0.0158880282193232,"-3,241.5"
CTG,2019Q2,2019,0.0146911520439154,"6,320.9",0.0291858850771424,0.0802073025776876,0.013817625625632,"-4,138.9"
CTG,2019Q3,2019,0.0156451586743176,"6,623.2",0.0288049086260182,0.0817167977708196,0.0091147705363336,"-3,501.8"
CTG,2019Q4,2019,0.0115617950689144,"5,443.7",0.0292955203350653,0.0832314257120212,0.0224552862702006,"-2,119.7"
CTG,2020Q1,2020,0.0183158017245236,"7,367.2",0.0281450385683646,0.0807218436715026,0.0145262983351457,"-4,392.8"
CTG,2020Q2,2020,0.0169659327317862,"6,693.0",0.0261472739062624,0.0758573612369162,0.0111442194490003,"-2,207.4"
CTG,2020Q3,2020,0.018736153709319,"7,762.2",0.0299999835018398,0.0769731796992753,0.0162367312610275,"-4,858.1"
CTG,2020Q4,2020,0.0093753462840826,"7,396.2",0.0326771391498716,0.0757370376812864,0.0066845494550912,-689.9
CTG,2021Q1,2021,0.0088026238338304,"9,410.3",0.0328713184348182,0.0734543556304699,0.0184799826423691,"-1,350.1"
CTG,2021Q2,2021,0.0134470214225278,"9,896.3",0.0320186844394555,0.0722590857595982,0.0071633368258538,"-7,106.3"
CTG,2021Q3,2021,0.0166857646653614,"8,608.5",0.0279688192421256,0.0677118546579763,0.0084077879207189,"-5,547.9"
CTG,2021Q4,2021,0.0126478046136783,"8,055.3",0.0288513427220779,0.0690125006814113,0.0119097200284307,"-4,377.2"
CTG,2022Q1,2022,0.0124608038839645,"10,249.2",0.0262063830232657,0.0665638981793542,0.0146120839692109,"-4,426.7"
CTG,2022Q2,2022,0.0134650505737953,"11,668.3",0.0296122215050186,0.0723998103098186,0.025162317325034,"-5,883.3"
CTG,2022Q3,2022,0.0141754005046702,"12,477.2",0.0311556474035397,0.0778697672977481,0.028827660137168,"-8,320.6"
CTG,2022Q4,2022,0.0123906032416019,"10,881.9",0.0300842520340808,0.0849094747852669,0.0424852032279497,"-5,532.6"
CTG,2023Q1,2023,0.0127787015983078,"12,704.2",0.0289932690797566,0.0890649671555557,0.0309943668114344,"-6,723.8"
CTG,2023Q2,2023,0.0127332099381501,"13,028.5",0.0285569469171452,0.0898645105413548,0.0360683207710157,"-6,478.4"
CTG,2023Q3,2023,0.0136630096588902,"12,311.3",0.0286856832938487,0.0853017864906551,0.0560182828632135,"-7,440.3"
CTG,2023Q4,2023,0.0112725376030911,"12,171.2",0.0305230993646914,0.0807172903656287,0.0446762783440231,"-4,472.6"
CTG,2024Q1,2024,0.01347163070126,"14,259.4",0.0302795827396315,0.0724751271030785,0.0392590017480816,"-8,049.2"
CTG,2024Q2,2024,0.0156826496233236,"14,566.7",0.0296009396863309,0.0683444400402644,0.0286487000627168,"-7,816.7"
CTG,2024Q3,2024,0.0144669849041408,"15,821.3",0.0289160118903044,0.0676628721716543,0.0178906555280689,"-9,268.7"
CTG,2024Q4,2024,0.0121895000079543,"14,715.3",0.0286911381427154,0.0665219400811066,0.0103481045727462,"-2,464.3"
CTG,2025Q1,2025,0.0155355846705692,"14,934.2",0.025833832903613,0.0630665523061537,0.0117065961341793,"-8,111.0"
EIB,2017Q1,2017,0.0299550764672578,303.4,,,,-133.0
EIB,2017Q2,2017,0.0289452743653502,352.2,0.0218163808178098,0.0835004650707397,0.0373326255882725,-125.4
EIB,2017Q3,2017,0.0245998417087473,287.7,0.0187795485736192,0.0825330225084462,0.0344225001315083,-227.9
EIB,2017Q4,2017,0.0226838908815659,678.8,0.0205499363158428,0.0831840916628538,0.0333890726579513,-118.2
EIB,2018Q1,2018,0.0232055257641704,711.6,0.019253260424118,0.0809361624024135,0.0332795678628419,-151.6
EIB,2018Q2,2018,0.0219881912519167,381.2,0.0242792631020644,0.0887591994055237,0.0351950742099161,-19.6
EIB,2018Q3,2018,0.0206709599285414,365.6,0.0230091351662618,0.0899833344858019,0.0363938658977353,-150.8
EIB,2018Q4,2018,0.0184282570067315,92.2,0.0251131651365746,0.0936489237642993,0.0373164717763901,-401.6
EIB,2019Q1,2019,0.0187619576853779,343.4,0.0229086946311405,0.0894290411993618,0.0451475495011747,7.0
EIB,2019Q2,2019,0.0176935044040034,375.8,0.0228865865096793,0.0953651715716882,0.0403288951865348,36.4
EIB,2019Q3,2019,0.0170638623906662,483.3,0.0205174399407264,0.0978397089006223,0.0360701229051691,-142.9
EIB,2019Q4,2019,0.0170692203469854,583.0,0.0206213627981505,0.0970208762764685,0.0454351396362265,-590.7
EIB,2020Q1,2020,0.0185339089942797,422.5,0.0219071485993748,0.0960198741217265,0.0499299298087371,35.1
EIB,2020Q2,2020,0.0208369955558974,349.6,0.0208915223533921,0.0911641341922852,0.0944811130736574,-255.4
EIB,2020Q3,2020,0.0245924059734163,598.7,0.023532865633745,0.0945236120972635,0.0419854295954982,-46.8
EIB,2020Q4,2020,0.0251515356066623,636.2,0.0229942021727087,0.0936585693005257,13.842220828105395,-400.3
EIB,2021Q1,2021,0.0231053372771905,532.8,0.0212203240208642,0.0865316587556109,0.0233724017484882,-318.6
EIB,2021Q2,2021,0.0201096727119549,462.9,0.0251361343638053,0.0911990801766629,0.0168366841636129,-122.5
EIB,2021Q3,2021,0.0218405761687062,473.2,0.0187743051317504,0.0826506024301364,0.0219746304126415,-61.4
EIB,2021Q4,2021,0.019597150651369,726.3,0.0250568696215317,0.0841761833132819,0.0446281547198978,-487.5
EIB,2022Q1,2022,0.0197535568022496,967.4,0.0306519655912651,0.0825543029190314,0.0358135008404848,-158.3
EIB,2022Q2,2022,0.0188199185475511,"1,223.6",0.0339394624448089,0.0876341850873615,0.0331986095171564,-130.0
EIB,2022Q3,2022,0.0189592932212762,981.8,0.034535862740292,0.0898366483797886,0.0257113624513433,296.3
EIB,2022Q4,2022,0.0179812954253446,639.9,0.0323549308469877,0.0934190837448783,0.0478606510022144,-111.5
EIB,2023Q1,2023,0.023427983088922,962.8,0.0278979928235665,0.1005977887710417,0.0689138636241855,-92.1
EIB,2023Q2,2023,0.0274969073532327,712.3,0.0243430217622835,0.1048994633732589,0.7057849438936703,-177.8
EIB,2023Q3,2023,0.026422127012346,477.0,0.0189108837045989,0.0985892025689064,0.5696251390686374,-170.0
EIB,2023Q4,2023,0.0265353403490652,"1,262.0",0.0295115118538618,0.097588477821018,0.8034319868890388,-254.5
EIB,2024Q1,2024,0.0285930472023461,942.6,0.0277875666354394,0.0796683176896281,0.0439756040101562,-281.5
EIB,2024Q2,2024,0.026446312732773,"1,033.9",0.0301555549546106,0.0753358090110994,0.0131275489905482,-220.6
EIB,2024Q3,2024,0.0270737998206083,"1,105.6",0.0291797607037753,0.0722898606524357,0.0415962451293693,-202.0
EIB,2024Q4,2024,0.0253144719045176,"2,075.4",0.0270557132270303,0.0718149665380398,0.0461802081420241,-265.0
EIB,2025Q1,2025,0.0258528296887968,958.6,0.0228517045943353,0.0685785210797972,0.0473490758799677,-126.9
EVF,2017Q1,2017,0.0282866508985723,131.1,,,,-13.4
EVF,2017Q2,2017,,56.1,-0.0170701611161019,,,-47.2
EVF,2017Q3,2017,,113.9,0.016082830349217,,,-129.0
EVF,2017Q4,2017,,230.1,0.0295297289626791,,,-129.7
EVF,2018Q1,2018,,99.9,0.0218884447249292,,,2.6
EVF,2018Q2,2018,0.0450576895639228,34.6,0.006677196711045,0.0,0.0,-34.5
EVF,2018Q3,2018,0.0450806626133321,71.2,0.0228073828900294,0.0814464934579976,0.043833917057171,17.6
EVF,2018Q4,2018,0.0376506519318736,69.4,0.0264329334390977,0.0827550059747745,0.0434385024713609,-2.5
EVF,2019Q1,2019,0.0378257081790133,60.8,0.0239621225883438,0.0825575807597514,0.045627672910706,-1.4
EVF,2019Q2,2019,0.0449244170860015,71.1,0.0255344214565651,0.082723730080686,0.0455719369335357,-47.6
EVF,2019Q3,2019,0.0463980012674775,140.2,0.033719601004392,0.104001772402482,0.052671602707641,-17.8
EVF,2019Q4,2019,0.0349550335659509,113.5,0.036211025126365,0.1139232182398245,0.0509338580822915,-34.2
EVF,2020Q1,2020,0.0438329774953939,156.1,0.0355136344189534,0.149744588471873,0.0807904795522252,-65.9
EVF,2020Q2,2020,0.0316470404131293,153.5,0.0305640531601915,0.0522707213383334,-0.0022697918742944,-158.3
EVF,2020Q3,2020,0.0351833709632368,141.2,0.0288020300571352,0.1022372484576746,0.0276650648362377,-35.8
EVF,2020Q4,2020,0.0246482376867084,602.6,0.1059538778406577,0.0913599598990215,0.0272087336042034,-317.7
EVF,2021Q1,2021,0.0279712197399667,154.8,0.0284844507254183,0.0946332902120627,0.030824559725736,-36.9
EVF,2021Q2,2021,0.0247850034061163,304.3,0.024451058506976,0.0950183993915347,0.0306420075875752,-239.0
EVF,2021Q3,2021,0.0261014941961412,154.2,0.0313593596099498,0.1057898728668177,0.0331020171795241,-42.5
EVF,2021Q4,2021,0.0259283200417045,306.1,0.0285184823038654,0.1071745172802147,0.0342534641192787,-190.0
EVF,2022Q1,2022,0.0193685503920945,208.4,0.0329023142765465,0.115849731329415,0.0342087933936797,-63.6
EVF,2022Q2,2022,0.0232946428019413,169.2,0.0300489120735786,0.1174637766828901,0.038676775356054,-79.4
EVF,2022Q3,2022,0.0211563851139076,165.8,0.0215202365109188,0.1135945457753154,0.0508483263577732,-68.0
EVF,2022Q4,2022,0.0222497456939618,273.5,0.0223100101301484,0.1294422197406794,0.0773084113610342,-150.5
EVF,2023Q1,2023,0.0242041700899391,146.8,0.0079276991238494,0.1256574854505371,0.0828729074088341,-40.7
EVF,2023Q2,2023,0.0113810783743739,300.4,0.0053654087213219,0.1175576459834528,0.0751371942207329,-207.1
EVF,2023Q3,2023,0.0140276437755933,187.4,0.0236609620081986,0.1338898158623342,0.0757131754672981,-44.2
EVF,2023Q4,2023,0.012969748390237,162.0,0.026761622143077,0.132960130093285,0.0767234016007825,-95.3
EVF,2024Q1,2024,0.0156626396170503,314.5,0.0328540446843148,0.1332540399192646,0.0824171756249627,-150.2
EVF,2024Q2,2024,0.0071290534343203,491.4,0.0333508787045226,0.1163490858558098,0.0627160239830707,-345.0
EVF,2024Q3,2024,0.007633458609742,264.4,0.0328466495430801,0.1075849360670763,0.068767327189858,-37.8
EVF,2024Q4,2024,0.0078613366985889,278.8,0.0227379749797907,0.0882101652272985,0.0694206497993433,-112.3
EVF,2025Q1,2025,0.0165812718291799,372.6,0.0312104251331303,0.1005263285378436,0.0659590439964604,-67.1
EVF,2025Q2,2025,0.0070497543979941,516.7,0.0253360176835459,0.0989261314831558,0.0800964919054779,-224.1
BVB,2018Q1,2018,,86.7,,,,0.0
BVB,2018Q2,2018,,89.6,0.0249917167972494,,,-117.9
BVB,2018Q3,2018,,110.9,0.0167663988428111,,,-26.1
BVB,2018Q4,2018,,-43.6,0.0205468051695216,,,17.0
BVB,2019Q1,2019,,18.9,0.0177133563350409,,,2.7
BVB,2019Q2,2019,,74.9,0.0215697475536649,,,-48.6
BVB,2019Q3,2019,,99.9,0.0249134775904892,,,-63.5
BVB,2019Q4,2019,,74.8,0.021125270850899,,,-1.0
BVB,2020Q1,2020,0.0288867376573088,202.1,0.025447397409511,0.1200682956979388,0.0295713391758447,-153.9
BVB,2020Q2,2020,0.0309512677469423,48.2,0.0168792870910442,0.1065346147589906,0.0172915405609755,-34.5
BVB,2020Q3,2020,0.0298354223734976,138.6,0.0220881988424798,0.1064061338344705,0.0182782771880733,-62.8
BVB,2020Q4,2020,0.0279063011293508,159.5,0.0230989815191876,0.1056403598089858,0.017613751838408,-95.6
BVB,2021Q1,2021,0.0283043379070326,151.9,0.0227209702491408,0.1005457344652116,0.0208749671687469,0.0
BVB,2021Q2,2021,0.0280896081154737,256.4,0.0275851576172255,0.100785623865671,0.0207657401138668,-70.9
BVB,2021Q3,2021,0.0293895660506333,220.1,0.0216598145109205,0.0968080301520758,0.017223769580203,-171.8
BVB,2021Q4,2021,0.0253491894613866,53.5,0.0212311457870376,0.0960385321109163,0.0324573215177881,-127.7
BVB,2022Q1,2022,0.0242382713043065,169.2,0.0228351923263332,0.0973018021299188,0.0242468921588679,4.4
BVB,2022Q2,2022,0.0273055505646314,246.7,0.0233258256228682,0.0967558749475346,0.0161962616012548,-65.8
BVB,2022Q3,2022,0.0280227038261218,130.3,0.0244295414708219,0.0999914870335791,0.0320710628349114,-61.9
BVB,2022Q4,2022,0.0278917816356035,134.2,0.0211113646701957,0.1051021991181339,0.072678358839088,-101.2
BVB,2023Q1,2023,0.0292551566898687,63.3,0.0153772845886657,0.1149344292672474,0.0543211374687639,-37.7
BVB,2023Q2,2023,0.0438314278245826,73.8,0.0194430121164836,0.1214893313359195,0.0845176130554178,-59.5
BVB,2023Q3,2023,0.0355813381719487,65.5,0.0203494519635722,0.1201005294454764,0.0416241936640776,-43.9
BVB,2023Q4,2023,0.033142575089669,145.6,0.0210519717925581,0.1102782471919081,0.0471162016842141,-135.4
BVB,2024Q1,2024,0.0390696583472037,175.5,0.0233011044918615,0.0977471555783048,0.0705981496220374,-106.2
BVB,2024Q2,2024,0.0377419246569825,285.9,0.0267990561728769,0.0908354993091499,0.0659085243872494,-202.5
BVB,2024Q3,2024,0.0465378611073337,169.7,0.0233230495514778,0.0858484137246499,0.0430991293877483,-140.5
BVB,2024Q4,2024,0.0308539772358557,371.4,0.031453552042348,0.0997054076183816,0.0313964540889049,-162.7
BVB,2025Q1,2025,0.0343414869516568,223.9,0.0198285618802663,0.0864309635070703,0.0394511840176172,-143.7
HDB,2017Q1,2017,0.0150550543298329,592.6,,,,-205.3
HDB,2017Q2,2017,0.015968311331233,722.1,0.0353404030588793,0.1147502644552384,0.1200833953437647,-228.4
HDB,2017Q3,2017,0.0158648541502783,"1,350.1",0.046107293577611,0.1215117705453654,0.0243638125732513,-319.0
HDB,2017Q4,2017,0.015151053053404,768.7,0.0405501951427506,0.1214123670028245,0.0344536354678415,-264.2
HDB,2018Q1,2018,0.016262786286429,"1,293.9",0.0405521205399073,0.1140863021629338,0.033851780808221,-247.2
HDB,2018Q2,2018,0.0143066086313998,"1,263.9",0.0414097143917368,0.1132864002232308,0.0402431963502338,-248.1
HDB,2018Q3,2018,0.0149872282858152,967.9,0.0379080095355777,0.1131284606068419,0.0423432589793394,-146.6
HDB,2018Q4,2018,0.0153084038962915,"1,473.1",0.0434740192336927,0.1161792942919518,0.0499949728302227,-352.4
HDB,2019Q1,2019,0.0144783747971706,"1,328.4",0.0405138820023531,0.1122753201981404,0.0428918638617995,-226.6
HDB,2019Q2,2019,0.0144390165120839,"1,414.7",0.0471446319551037,0.1163624303771908,0.0417130932978576,-305.7
HDB,2019Q3,2019,0.0149611945149839,"1,587.0",0.0489225318791575,0.117033748728211,0.0349024035066433,-349.5
HDB,2019Q4,2019,0.0136454706132425,"1,977.5",0.0542963966859321,0.1212299134444084,0.0371453926045327,-407.2
HDB,2020Q1,2020,0.014720677579527,"1,543.1",0.0529350805752536,0.1210798580273913,0.0331751500448884,-292.4
HDB,2020Q2,2020,0.0155199541465891,"2,064.9",0.0482589279190305,0.1153734168189671,0.0376435505011902,-408.0
HDB,2020Q3,2020,0.0183146251378678,"1,906.1",0.0493166289695136,0.1211845651921283,0.0378807821704757,-432.2
HDB,2020Q4,2020,0.0132195330036112,"2,092.6",0.0457316890812816,0.115125751262385,0.0119631880598134,-655.8
HDB,2021Q1,2021,0.0151368851775064,"2,536.9",0.0441062870798227,0.1115112283413825,0.0152393501317527,-436.7
HDB,2021Q2,2021,0.0121305462680066,"2,571.0",0.044792300246226,0.1135043290570427,0.0150022872459611,-477.8
HDB,2021Q3,2021,0.0139909699830895,"2,294.3",0.0415927200078309,0.1094103563846424,0.0144024889879519,-403.3
